Loan ID	Customer ID	Loan Status	Current Loan Amount	Term	Credit Score	Annual Income	Years in current job	Home Ownership	Purpose	Monthly Debt	Years of Credit History	Months since last delinquent	Number of Open Accounts	Number of Credit Problems	Current Credit Balance	Maximum Open Credit	Bankruptcies	Tax Liens
c655eff0-31c3-4c41-908c-cb071141d0bc	7169e0fc-1cc3-43d6-a8c0-a4be2fc79fa4	Fully Paid	99999999	Short Term	730	1911457	8 years	Rent	Business Loan	462.08	11	71	4	0	32034	109736	0	0
627c2a43-fbe3-4dc9-b522-5ad3e9dbd2f9	6ee449e4-bd76-4132-952b-dceda73f68b8	Fully Paid	322938	Short Term	719	716642	7 years	Rent	Debt Consolidation	4956.72	14.5	NA	9	0	171589	475310	0	0
39b8431a-0f10-478f-b1b5-5b462bbcf89e	ea006956-f7d9-4105-bf49-0017b76160f0	Fully Paid	573958	Long Term			10+ years	Home Mortgage	Debt Consolidation	32476.32	13.2	NA	6	0	586359	749386	0	0
68d277db-2970-4b44-bd15-1485398257b2	b2f45f28-3df4-4b53-87b9-06f68a6215f5	Fully Paid	618398	Long Term			10+ years	Home Mortgage	Debt Consolidation	25814.92	26.5	NA	12	0	407588	712910	0	0
c8c2a934-dcbc-4ea7-843d-29be99609430	f673ddf3-7d5a-4be4-8422-d81ec9b96138	Fully Paid	99132	Short Term	748	608798	n/a	Rent	other	1486.37	12.8	NA	9	0	81795	222816	0	0
1045438d-8aeb-4a21-b647-56ffca950bd1	2b78bd7b-baf1-418e-b3a1-8c60a8a0ed20	Fully Paid	111056	Short Term	743	1630504	6 years	Own Home	Debt Consolidation	5760.99	18	24	9	0	71288	917070	0	0
84108753-b7d9-4870-a90a-29d5005130e1	70cbc040-fc83-4068-a48f-c78a9993016b	Fully Paid	99999999	Short Term	747	1723775	3 years	Rent	Debt Consolidation	34044.77	12.8	NA	21	0	75240	388938	0	0
70b85262-2b33-4fb9-ae31-5cc9d9630271	086f59c0-d592-42fb-9075-a79230f5b0e4	Fully Paid	216744	Short Term	746	1684692	2 years	Home Mortgage	Home Improvements	23866.47	13	NA	12	0	207423	418418	0	0
9b8ed8d4-db70-4e55-8a60-0ed4960ca2d2	bded02a7-1b9a-4568-b4e1-dceb7381bf13	Fully Paid	187286	Short Term	733	924217	2 years	Rent	Debt Consolidation	6353.98	14	54	12	0	88502	353320	0	0
ae0cb9ee-fb3d-46b0-9362-35ac034926bd	68adc0da-eaab-49ba-a737-328a8845f4d8	Fully Paid	486310	Long Term	722	1217957	5 years	Home Mortgage	Debt Consolidation	22024.61	18.7	NA	17	1	349334	481536	0	1
c41f4a9f-3875-49b5-9fba-ddf8d3519810	4d40e5c5-83e1-4c65-baf5-fa7cb88bf064	Fully Paid	319968	Short Term	692	1055450	1 year	Rent	Debt Consolidation	13017.09	10	20	6	0	217113	266596	0	0
8917652d-2ff2-4201-a014-bb5cc926ab22	e3d86749-c738-4970-a840-1cea9cb64f8b	Fully Paid	388278	Short Term	735	1490360	8 years	Home Mortgage	Debt Consolidation	7588.41	33.3	43	10	2	255246	519398	2	0
e3d42aaa-5eb6-4a70-ada2-537e30210a8a	6e58c322-b347-449e-a5b4-9c6e5128e2fc	Fully Paid	267696	Long Term	620	994118	1 year	Rent	Debt Consolidation	9775.5	12	57	10	0	136287	167354	0	0
c1bd385c-76d2-4ff1-a84c-dd3b99504ee7	ff5f617c-2e51-45ee-b136-9a51940a96a5	Charged Off	603064	Long Term	669	1632613	10+ years	Home Mortgage	Home Improvements	10271.78	13.2	16	8	0	166079	231682	0	0
e8e3ab5d-d281-4821-83d0-1d966405d325	53766e74-8e90-4de3-a1e0-6403172c6f3e	Fully Paid	199034	Short Term	747	897636	1 year	Rent	Debt Consolidation	17855.63	17	NA	10	0	304133	765534	0	0
c8a01b27-701f-49dd-8240-439e240a216e	e6edee39-8499-487f-9750-7e22705dd649	Fully Paid	393096	Long Term	676	1125142	8 years	Home Mortgage	Debt Consolidation	22596.51	16.5	NA	17	0	284810	570548	0	0
98052a0d-8bc1-4c96-8d73-7aad09850bc1	78d13a6b-572a-424e-9853-7ece9cfd86c6	Fully Paid	161986	Short Term	732	680029	< 1 year	Rent	Debt Consolidation	13883.87	18.2	NA	11	0	316122	524392	0	0
f1603bbb-055f-40e1-9e7f-8d20bb7eb83e	08cd3e19-ea91-4aca-95a6-4cebbc9f7c29	Fully Paid	612788	Long Term	621	1060371	3 years	Home Mortgage	Home Improvements	12989.35	16.6	13	15	0	109535	750398	0	0
76a49f75-a406-4e6d-958c-eb2276d013de	f88b72f5-df7f-487c-96d0-8801424c013a	Fully Paid	99999999	Short Term	743	5187418	9 years	Own Home	Debt Consolidation	74352.89	26	NA	9	0	3848963	5152246	0	0
7191f1e2-819f-45f0-a5da-04b026dc5fbf	bd206b07-e715-4b81-a28b-5a2ad9dea431	Fully Paid	99999999	Long Term	738	1070821	5 years	Own Home	Other	5255.97	18	NA	15	0	67450	780912	0	0
12b3b857-af2a-40e2-8645-c651541423d5	0981f4f0-cc21-46d8-a222-7f8e3789d3f3	Fully Paid	99999999	Short Term	723	1781364	10+ years	Home Mortgage	Debt Consolidation	27907.77	12	72	15	1	385187	946946	1	0
331cb3cc-1a12-4442-bc49-9c1936626e23	3c650209-8750-46ac-b103-410c6808e4af	Charged Off	444840	Long Term	6730	1114122	10+ years	Rent	Debt Consolidation	25717.64	16	NA	19	0	415929	740916	0	0
728757f7-cc1d-4422-9467-6a116f6f9c0c	2e8159c5-18ee-41b4-9b41-5a0146253282	Fully Paid	724658	Long Term	658	2031309	10+ years	Home Mortgage	Debt Consolidation	19805.22	16.9	29	17	0	449179	1021790	0	0
1f0668c3-24a3-458a-80a0-2174ad098b6c	3442bf58-bd46-4211-95bf-0da73a441ac6	Fully Paid	196240	Short Term			1 year	Own Home	Debt Consolidation	22703.86	20.9	13	19	0	24301	520938	0	0
509d11bc-673c-429b-bdd3-7bca1f2c1a2c	1991255f-e22c-4b64-98fa-8438b7d01147	Fully Paid	313676	Short Term	738	690422	7 years	Rent	Debt Consolidation	5126.39	15.7	NA	6	0	215802	621566	0	0
126d6c80-63e1-43de-a85c-958eaca1acd3	d926292d-461b-4656-ac09-b96be630ba99	Fully Paid	261316	Short Term	737	1275052	7 years	Rent	Debt Consolidation	2242	28	NA	6	1	84835	317900	1	0
4c58d76b-5559-4276-8a29-bb3641325dde	47bba2f9-3917-486f-8dff-a444a9f7b89b	Fully Paid	511170	Short Term	735	2332041	2 years	Rent	Debt Consolidation	54997.59	14.1	NA	15	0	608228	944064	0	0
58aaeba1-d2f8-4dda-a94a-90a59eec3970	48c8c82a-1cca-4194-8b47-882b1dcf182b	Fully Paid	465190	Short Term			10+ years	Rent	Debt Consolidation	24607.47	17.2	NA	21	0	657799	1523324	0	0
53fb088c-a800-4a53-bfda-64d9eb552fda	4ede0fe6-04f9-4d88-86cb-371315611a5e	Fully Paid	133584	Short Term	697	730664	10+ years	Rent	Debt Consolidation	3616.84	22	4	13	0	111435	369688	0	0
067a4b91-4e43-44fb-8d36-e8b3a3774a60	22b23da6-a733-40cd-a242-5ddcdf451a39	Fully Paid	193952	Short Term	713	744496	< 1 year	Rent	Debt Consolidation	15882.48	14.3	22	11	0	150195	180994	0	0
138b7582-e060-47bf-93ac-fd122e7483b6	261f502b-7ce7-4ec6-b13c-73d75cd15cb1	Fully Paid	226292	Short Term			< 1 year	Rent	Debt Consolidation	7875.88	14.2	NA	8	0	352032	535634	0	0
e4a323f4-0f6a-48a7-a802-eeb9844a221f	a792954e-8c8c-4a9f-8fbc-ec95cc9a40b1	Fully Paid	99999999	Short Term	727	879149	2 years	Rent	Other	16777	12.5	NA	6	0	66101	125444	0	0
56a82576-f85a-4b5d-a3b3-b334b108a535	6101debe-88a5-41be-8d06-54c09c002446	Charged Off	166342	Short Term	6770	424232	5 years	Own Home	Debt Consolidation	13398.42	14	NA	7	0	199063	397386	0	0
c52eae18-5158-49be-89cd-8f398117c1c3	a88c5465-6095-4923-92c9-415fa4b780d0	Fully Paid	99999999	Long Term	683	1117637	10+ years	Home Mortgage	Debt Consolidation	14436.01	26.8	NA	17	1	447868	583330	1	0
5228c8d6-e276-4bfb-a017-47d620d474e6	ac26f86d-4c67-483e-b6e3-03c8b70233be	Fully Paid	111188	Short Term	714	2104516	9 years	Home Mortgage	Home Improvements	6769.7	21.3	45	6	0	304057	437910	0	0
79d29837-11c3-470d-b2d2-0d4254ea2ef8	5584e210-c744-41ee-b1bf-5bcc3a822a05	Fully Paid	196174	Short Term	748	941260	10+ years	Home Mortgage	Debt Consolidation	8549.81	23.1	49	6	0	255569	1006544	0	0
385c4cb7-149b-48dc-94c6-1bdf46d521d4	cc1ce0f4-9932-420a-afa2-10d82f5eee13	Fully Paid	99999999	Short Term	741	1073272	7 years	Home Mortgage	other	7691.77	18.3	59	4	0	14820	38896	0	0
75988a8d-a34a-461f-bcc8-ed9de1319242	863ae766-1985-4712-a775-4f75043e1a19	Fully Paid	60676	Short Term	741	734673	6 years	Own Home	moving	3857.19	27.9	23	7	0	54796	384494	0	0
5ff94271-919f-41c4-b7c6-5e8bad9125e5	74d02954-f387-4b9c-b320-fb9a94dfc69a	Fully Paid	265826	Long Term	723	1339177	7 years	Rent	Debt Consolidation	8637.78	14.7	30	2	0	87058	221562	0	0
d23287a7-5051-4943-a064-93007d38132b	846d2c03-0c01-4722-b48b-e82da1fc83a6	Fully Paid	431112	Short Term	751	1396215	4 years	Home Mortgage	Debt Consolidation	6864.7	17.6	NA	6	0	89015	818070	0	0
5b7462f1-3ad2-403f-a463-a14e28616ec1	71e6ed6f-3545-4dba-9dfa-bf75fa94af04	Fully Paid	178156	Short Term	747	961685	10+ years	Home Mortgage	Debt Consolidation	12181.28	14.9	NA	11	0	180652	458678	0	0
916b041b-d04a-40f8-915c-833778e2a0a5	438cb80b-2c76-4d50-874b-2bcb5d5021a7	Fully Paid	464178	Short Term	746	1447610	10+ years	Rent	Debt Consolidation	13873.04	27.1	NA	8	0	403864	842578	0	0
70f3f749-0016-487d-ba4d-c83f5d56fbf7	9df63bbb-170e-4b68-a9dd-9caa9fda3b81	Charged Off	43428	Short Term	7130	693937	1 year	Own Home	other	6534.67	7.2	NA	5	0	85063	133122	0	0
cb442072-d272-4746-8eb2-a91e548560de	17ff7843-2e6b-4de8-a379-7026eba9824b	Fully Paid	99999999	Long Term	719	1313774	10+ years	Home Mortgage	Debt Consolidation	14232.52	10.6	NA	5	0	152798	173778	0	0
b8eb0b78-bdf7-49b0-8ef2-9770ef60f454	868cc0ab-64bd-47b3-9c8a-023cdbb1a119	Charged Off	395648	Long Term	706	1687428	8 years	Home Mortgage	Other	11404.18	12.8	NA	5	0	70129	238810	0	0
f13afe7a-dc6c-49fc-aaf0-44058e3d5393	3fa0e8d7-6e4d-46a4-b2e0-e927e73a6da6	Fully Paid	134992	Short Term	715	1111462	2 years	Rent	Debt Consolidation	24822.93	9.2	NA	10	0	202863	427856	0	0
9955d282-7473-4cbd-a67b-d13e2d9eb4d4	51e0aa84-57b1-4358-a830-e63f5cf50c84	Fully Paid	336380	Short Term	712	968335	10+ years	Rent	Debt Consolidation	21222.62	19.5	NA	13	0	274056	491238	0	0
57727815-51ef-4d5b-98cd-d58706213294	379ca3e2-d99f-4011-869d-247d4bec3ea7	Fully Paid	393272	Long Term	666	771932	< 1 year	Home Mortgage	Home Improvements	21549.8	12	9	21	0	275538	502436	0	0
16ef91f3-5579-4b2d-9747-9460c1c4a3cc	1de7e7a8-ca68-4856-a08a-93ca1afcb676	Fully Paid	559570	Short Term	745	2416325	5 years	Rent	Debt Consolidation	24364.65	21.8	NA	17	0	596087	1601380	0	0
bec7fe5c-f262-452c-8d00-50d31facbee5	7e0e69dd-3e71-4aff-a1d4-83aa9801b1a6	Fully Paid	381788	Long Term	730	1435241	3 years	Home Mortgage	Debt Consolidation	27628.47	17.3	NA	20	0	12217	943228	0	0
f59fab5b-553c-401a-bd7b-aafde94affd9	03b65d80-358e-46e1-9fd4-760733473e4f	Fully Paid	131868	Short Term	745	1955043	10+ years	Home Mortgage	Debt Consolidation	23786.48	32.2	35	11	0	399266	520608	0	0
c8bd5da8-b711-4b9e-8125-86056c7159ed	ef07f238-a819-4d6d-a369-439c1d5f132c	Fully Paid	118514	Short Term	717	1116630	5 years	Rent	Debt Consolidation	4178.1	22.4	14	13	0	128820	424974	0	0
d5b7a2ba-ee42-42f2-8591-beba572c0dcf	588a4294-74e6-43cb-9a4a-b36a78b44d50	Fully Paid	761684	Short Term			10+ years	Home Mortgage	Debt Consolidation	66564.98	22.9	19	14	0	810027	1552826	0	0
f2702b1a-3c2c-4680-94d3-18b5b238989a	c783480b-b5d8-4c1a-aa00-42926746a58a	Fully Paid	175626	Short Term	750	2275212	10+ years	Home Mortgage	Home Improvements	5517.41	22.9	46	17	0	12407	755678	0	0
50efbe40-ddda-4a81-9c08-3d3d83be052a	fb0f4d1b-55a9-4b76-9ca7-66f9f2d29d7f	Fully Paid	546260	Short Term	748	1698372	4 years	Own Home	Debt Consolidation	40477.79	24.8	NA	13	0	778525	2086722	0	0
67996676-e3aa-4e19-ab59-cc6d635ec849	63e3d80a-79aa-4ae7-b722-011526a872a1	Fully Paid	218812	Short Term	739	944870	5 years	Own Home	Debt Consolidation	9684.87	21.5	18	7	0	258571	398134	0	0
eabf142d-28a7-406f-9f75-18e07515ab3d	dd3e7eaa-88c8-4bcf-9747-76f2ca89aba5	Fully Paid	334202	Short Term	735	1600883	10+ years	Home Mortgage	Debt Consolidation	20411.13	14.5	NA	15	0	394839	865876	0	0
984231a8-0271-4dc6-9fef-48e9e6f5748f	56357f2f-5e69-4a30-81c1-cac93b5c838b	Fully Paid	99999999	Short Term	744	1308283	2 years	Rent	Debt Consolidation	12755.65	20.7	20	6	0	72029	147092	0	0
1f98474a-e032-43c3-bfd0-b7e9d707886d	878768e4-afba-4e14-8669-6fde4888aae1	Fully Paid	99999999	Short Term	727	2784488	2 years	Rent	Debt Consolidation	54993.41	12.2	NA	12	0	401508	491414	0	0
53501df3-af67-4c9e-ac60-f683690be51b	f004a040-a351-4f73-9230-4b0339f640a7	Fully Paid	450516	Short Term			10+ years	Home Mortgage	Debt Consolidation	27154.04	32.4	13	13	0	413402	527780	0	0
5de8c71f-a56a-4281-8963-d3f0f04f7bdc	58c4b140-b8a7-4405-be88-7da3936d6dbf	Fully Paid	155254	Short Term	725	689605	2 years	Rent	Debt Consolidation	2815.99	9.3	NA	3	0	88483	103488	0	0
5a720aa8-6e5e-45ef-8b8e-3f274500a74e	fda76069-93e3-4ec0-b299-c9fa5812760a	Fully Paid	548856	Long Term	724	2275212	10+ years	Home Mortgage	Debt Consolidation	17860.38	32.7	36	18	0	582141	1106798	0	0
fbe0accc-694d-4b32-9b60-2d421d1037e7	fdfd3ea9-7943-4126-85d9-fd825f402b27	Fully Paid	531960	Short Term	742	1240434	10+ years	Home Mortgage	Debt Consolidation	26772.71	18	NA	16	0	677350	1300684	0	0
ee09df0c-4b8b-40b8-82b7-d5cbb8a0325a	76c74d95-ca70-4d30-8105-17252e72db78	Fully Paid	647328	Short Term			10+ years	Rent	Debt Consolidation	57054.91	23.4	27	7	0	559759	709896	0	0
6c646241-57a8-41cd-994f-52c3827083d9	b973538b-9732-4d02-a7f7-abc3431bd0d7	Fully Paid	99999999	Short Term	740	868490	3 years	Rent	Debt Consolidation	15502.67	12.8	NA	14	0	212800	352000	0	0
e679084e-54bc-47b0-9102-b93c2382a890	63e2c752-d9e4-4973-a64c-22015688ec94	Fully Paid	232254	Long Term	693	790761	6 years	Rent	Debt Consolidation	17396.78	13.2	NA	5	0	164217	196636	0	0
0ff281c9-ee30-4fba-a993-8408437ed498	b3127379-4756-4e2c-a36c-c26c1f954963	Charged Off	175274	Short Term	6950	1608388	9 years	Home Mortgage	Debt Consolidation	14207.25	10.2	38	8	0	129561	367686	0	0
5d2b336e-0187-4719-9d84-00194597c3a8	bd45782e-0748-410a-96b4-fa4381a0f931	Fully Paid	478038	Short Term	743	938315	n/a	Rent	Debt Consolidation	14465.65	40.6	NA	7	0	513000	849772	0	0
b936be05-6cb0-49e3-bb4a-0cd27782bc2b	3d60b848-a9a3-4d45-8c83-282b62fb538e	Fully Paid	694958	Short Term	692	2149071	6 years	Own Home	Debt Consolidation	21311.54	24.3	NA	9	0	571482	883476	0	0
fe453107-df50-4eac-8b1d-4c90062ca1b0	77881143-0041-4168-85bb-ae1b3840b3ad	Fully Paid	43560	Short Term	739	667888	5 years	Home Mortgage	Home Improvements	6512.06	14.1	NA	4	0	36005	156728	0	0
557ade72-6782-40f4-8c81-d3479466bed2	421ee7c4-a443-46fe-a3d0-a93438530d64	Charged Off	152768	Short Term	7400	4146560	10+ years	Own Home	Debt Consolidation	70491.52	21	6	6	0	82156	0	0	0
9c61f9b8-e9a5-4d4d-9ba5-639b2f5cc899	b25cbdb2-c9f4-40e5-9835-64962e73d2f7	Charged Off	431772	Long Term	7150	1491576	1 year	Rent	other	932.33	15.6	45	5	0	5700	194304	0	0
f9b22830-b79c-4990-a24a-aa9a2b07339c	5c238530-1124-425d-a1f2-8555ad8e41ef	Charged Off	219604	Short Term	7410	663803	n/a	Home Mortgage	Debt Consolidation	4093.36	32	44	6	0	178828	338338	0	0
4b514518-ea33-4464-bcfa-0710a4f8ad66	052b2185-5241-4f94-af7c-f4c3d2e6f109	Fully Paid	264528	Short Term	747	1180356	2 years	Rent	Debt Consolidation	15246.17	31.4	NA	15	0	509732	1277496	0	0
cecb406a-fa32-4f47-a031-665f09c11e99	f5c20a65-0a47-43cb-b3ec-349f43190142	Charged Off	224576	Short Term	725	1066736	10+ years	Own Home	Debt Consolidation	16178.88	18.9	NA	14	0	312664	925936	0	0
5bec83ec-3865-4a30-a543-4758b6712c58	f64a2966-6cf4-46ef-8d33-b19e54b646e7	Fully Paid	99999999	Short Term	707	2598820	10+ years	Rent	Debt Consolidation	46129.15	21.7	NA	11	0	545072	1019590	0	0
48f5928f-d519-41e2-8326-53a258dbf17f	298a008f-4a5c-4744-ac96-a30b12d39f00	Fully Paid	99999999	Short Term	747	1918050	2 years	Home Mortgage	Debt Consolidation	13026.78	10	NA	6	0	316635	411026	0	0
0b91066d-1155-49d9-82bf-4e36e98f3af2	c61fdfeb-bbc3-4c0a-9538-1ee5c79e629e	Fully Paid	645172	Short Term	714	2043887	10+ years	Rent	Debt Consolidation	26229.69	27.4	NA	10	1	340404	430320	1	0
ac0cfa3a-1710-487c-88a0-23736ebf2f7a	22b9fd77-405e-4331-9a6d-2b6fca2c2b12	Fully Paid	361702	Short Term	702	859389	n/a	Home Mortgage	Debt Consolidation	7805.96	22.5	41	7	0	199652	412082	0	0
ac18b684-2c7a-4f53-a9cf-9ccc212e2eca	227f6574-ee72-4d24-915a-c6ac11e07099	Fully Paid	257708	Long Term	725	1228578	4 years	Home Mortgage	Debt Consolidation	16278.63	11	NA	15	0	180101	518782	0	0
ccac3771-159d-4219-b000-70d057f882f0	fe79f542-5f6e-4162-aafd-e2283a6369de	Fully Paid	67012	Short Term			1 year	Rent	other	15607.74	18.1	6	11	0	33668	302170	0	0
ab085821-73e8-4321-9474-e832fd2a55a7	775f85bc-fb63-4464-a00b-ccf2083dfe9b	Fully Paid	128898	Short Term	749	612275	1 year	Home Mortgage	Debt Consolidation	1816.4	16.9	25	18	0	98287	391050	0	0
756fd186-1a73-49c7-b209-710c6f8b63ef	54d9e267-5066-41c9-a67e-ab5aa872d3a5	Fully Paid	347358	Short Term	721	2128038	8 years	Rent	Debt Consolidation	39900.76	26.9	NA	18	0	750272	1314280	0	0
4624eb6f-132c-4688-9664-5f004551287a	623fbe02-9ea4-4e38-8beb-587b995b9701	Charged Off	544896	Short Term	741	4668186	5 years	Home Mortgage	other	21551.32	15	NA	12	0	299763	1299958	0	0
f3ad1f5c-db0a-4355-a71a-46399b9e46c9	baed20fb-7b36-4b0c-84ab-d279b04baa9e	Fully Paid	131164	Short Term	727	326629	2 years	Rent	Buy a Car	5035.57	7.9	NA	12	0	75240	205480	0	0
bc0f7d0e-ee34-4dcd-b79b-e64dbe04b2c0	11c0fe36-0026-4972-bad9-11339b76ef96	Fully Paid	99999999	Short Term	681	855513	1 year	Rent	Debt Consolidation	15042.68	23	44	4	0	24662	41800	0	0
9b2d7b04-80cc-4cca-9cfa-a91b4ad667e3	98c9d1ea-c28a-4312-bc78-6f8ea5569919	Charged Off	755150	Long Term	7070	3726660	10+ years	Home Mortgage	Debt Consolidation	34161.05	27.1	37	8	0	602965	718278	0	0
a4b620f8-ff00-4d04-b269-67b6c342201c	2f62159a-0a49-440b-b340-880b9305b6e7	Fully Paid	370634	Long Term	705	1474324	10+ years	Home Mortgage	Debt Consolidation	13760.37	18.2	38	6	0	482600	579678	0	0
584fc8a7-80b3-4c24-8af6-044e28eb22b9	7caa6400-ff6c-43cb-9889-deb9817d9b93	Fully Paid	543796	Short Term	723	2103946	4 years	Rent	Debt Consolidation	6715.17	6.4	NA	8	0	419026	818202	0	0
573aa558-f8fa-44a3-b264-d566153bfbaf	17c89d40-6b7c-477b-a55c-5e7fe1c8818e	Fully Paid	255464	Long Term			10+ years	Home Mortgage	Debt Consolidation	17150.73	19.6	NA	11	0	578835	1032702	0	0
1f676972-c6e5-434c-9ca5-0b92e7ee41ef	50758fca-4505-40f4-9c5c-85dfd7e441f5	Fully Paid	243694	Long Term	711	1396937	7 years	Rent	Debt Consolidation	19091.39	19.7	NA	9	1	56658	187440	1	0
6fb07448-334b-492b-a072-44e874140a64	633a4b3d-ad5c-463b-92f6-ce8fbb1a5475	Fully Paid	188056	Short Term			10+ years	Home Mortgage	Debt Consolidation	13642	24.6	4	12	0	214738	464750	0	0
faa514ba-6246-44b5-8246-3f101f743d1d	d2be12c0-711f-4900-be99-bab90e9d769c	Fully Paid	222244	Short Term	744	1535504	10+ years	Home Mortgage	Debt Consolidation	33269.19	30.9	8	20	0	634125	1585848	0	0
8f1f0dcf-902f-412c-a3e6-d76fb3aeb95c	65f4da8a-5742-4947-86fc-d52dea8151f1	Fully Paid	463474	Short Term	742	1420972	7 years	Home Mortgage	Debt Consolidation	17051.55	17.4	NA	13	0	224656	472956	0	0
3e8e6396-8cd6-4463-b020-e865570439d8	0a9d151a-9960-473f-8213-1cd15fe0b67f	Fully Paid	572572	Long Term			n/a	Rent	Debt Consolidation	23583.56	19.7	NA	16	0	25878	220374	0	0
595399a9-8e2d-4d05-8bc8-f82995175402	3c25ae47-ee9f-4c19-9204-7d00c03bc927	Charged Off	55902	Long Term	691	2444844	1 year	Rent	Debt Consolidation	33494.34	19	9	12	0	378689	637296	0	0
397fa658-8ba5-4fd2-81f9-ee13f51dcb9d	f0ecdd77-6304-4d77-8e35-3aeb8dd98ed6	Fully Paid	99999999	Long Term	740	1138974	4 years	Home Mortgage	Home Improvements	21545.62	10.7	NA	11	0	101935	786896	0	0
112b0ae1-f2d7-4abf-9e4f-5dd620da6c82	699ac87e-9f6d-4705-b537-9690ad9fb501	Fully Paid	768614	Short Term	724	1706922	1 year	Rent	Debt Consolidation	31293.57	17	27	16	0	789165	1078836	0	0
e611d31c-1fc7-4328-9228-8e119620b3cd	1ea6fabb-216b-44de-90d4-e937a75a8b46	Charged Off	140096	Short Term	7080	580716	10+ years	Rent	Debt Consolidation	12485.47	12.8	NA	17	0	285456	464222	0	0
5ffb486c-7c90-44d9-a576-ba904eea4faf	f3d447c7-d016-4c4c-89c8-5ea86af4e9c2	Fully Paid	111804	Short Term	736	733837	5 years	Home Mortgage	Business Loan	12530.31	12.5	7	8	0	141968	298848	0	0
ffd081d8-0ce7-41cf-8318-baccaabf681a	011bbf15-53a7-4962-a5ee-f2276a0d55f2	Charged Off	105160	Short Term	748	529815	3 years	Rent	Debt Consolidation	7947.32	13.9	80	12	0	137218	722238	0	0
a62e65f1-aeea-4153-bbb2-18fd70af3cb7	e8471808-71b8-41e1-a28a-c81c1362493b	Fully Paid	365222	Short Term			10+ years	Home Mortgage	Debt Consolidation	17705.53	39.3	NA	7	0	414580	555588	0	0
7c4828fd-0ff4-43de-a631-c83e102744a9	502d6a0e-3ab5-45a7-81eb-ba19ffb05126	Charged Off	177254	Short Term	742	344432	3 years	Rent	Other	3903.55	22.5	NA	3	0	81833	192610	0	0
d50055e3-6c84-4071-a32e-886e84d9816e	42683f60-a1a8-4012-a03e-b5d251ab782b	Fully Paid	261250	Short Term	751	789697	4 years	Own Home	Debt Consolidation	14550.2	18.5	NA	13	0	189905	1104972	0	0
b2844632-4218-455f-a834-5aae891d031e	ffc6a7a5-82e3-48b6-87c5-9a4581733420	Charged Off	40326	Short Term	6810	580431	n/a	Rent	Debt Consolidation	10834.75	14.3	32	5	0	421857	629464	0	0
d3aca628-9a3d-4bca-8014-1b0597b6038e	37756947-7156-49fd-898c-7e057793fa78	Fully Paid	751982	Short Term	728	1669986	10+ years	Rent	Debt Consolidation	13318.05	15.4	NA	9	0	442187	1219064	0	0
c669264e-8327-462a-96b3-79de7712f330	70ea9ae9-65c2-4c63-90c3-75d112cbc3d4	Charged Off	218680	Short Term			10+ years	Home Mortgage	Debt Consolidation	16199.4	19.9	71	15	0	545072	1008194	0	0
4a56ccdb-e780-4c58-8614-0536d8716cf0	eefc5b44-bf85-49c8-b315-7f72960d1634	Fully Paid	259182	Short Term			10+ years	Own Home	Debt Consolidation	14728.04	34	NA	11	0	361361	905674	0	0
01527688-a646-40ed-9e53-67a7b1669670	cb69afc1-39b7-46ae-bad8-86d5f2b462cb	Charged Off	558800	Short Term			6 years	Home Mortgage	Business Loan	20719.5	14.5	64	15	1	335521	733018	1	0
884316e4-a859-4ea0-9e6b-481534a55080	d70c753b-984a-4ed0-b4e0-2bf59242f1b6	Fully Paid	102542	Short Term	721	372894	3 years	Rent	Debt Consolidation	5251.6	7	NA	5	0	74442	255046	0	0
fb37ce6f-d01d-45a6-9167-0cfd819bb499	2ac5505c-5a22-473b-9d2d-8c10c167cae6	Fully Paid	537460	Long Term	720	1114008	10+ years	Home Mortgage	Debt Consolidation	15410.52	8.4	NA	11	0	206093	496122	0	0
83d88ee3-13b1-405b-bdb4-58388e0622b2	5805fc5c-d63f-45b8-8c46-9e8a4c0285c3	Fully Paid	148214	Short Term	682	506388	3 years	Rent	Debt Consolidation	9621.22	5.7	NA	9	0	110979	238832	0	0
bca07763-7e35-436e-9e95-6376edf84100	48752070-275d-4d93-b8e1-444382877c80	Charged Off	217910	Short Term	730	658692	10+ years	Home Mortgage	Debt Consolidation	10813.28	12.8	34	11	0	225302	359326	0	0
33127944-6beb-4e27-b292-d0ac0c396685	57084d7a-9740-4e62-9831-541f67ec5661	Fully Paid	67562	Short Term	713	513380	3 years	Own Home	other	4355.18	10.7	27	5	0	36537	51788	0	0
cde91c4a-7d0f-4895-be57-c229f65ed092	35b4c0f9-2365-49ca-aa6f-e8f438efd04d	Fully Paid	214610	Short Term	710	665399	9 years	Rent	Debt Consolidation	16191.23	22	38	6	0	29735	49170	0	0
c59cb07b-57cf-4eda-be81-882aa353b1e4	82f39b31-d4b0-4e55-8fb6-742a285340ce	Fully Paid	99999999	Long Term	722	2525765	2 years	Own Home	Home Improvements	54935.27	19.9	NA	16	0	1402884	1917828	0	0
9945562a-4884-40cc-a745-6a7568d9f4a3	049f38ad-f8e2-4052-b348-983091ddb8eb	Charged Off	74844	Short Term	713	344128	1 year	Rent	Debt Consolidation	3670.61	13.2	31	13	0	147155	1468852	0	0
d31c7155-347a-44fb-971f-ef017435ce79	568ac705-15a3-42b6-a2f5-e8ec502f699e	Charged Off	224466	Short Term	722	814207	< 1 year	Rent	Debt Consolidation	14451.97	8	NA	6	0	64524	97020	0	0
